qid,subject,body,category,answer,topic,keywords
517,Stomach pain — what should I do?,I have pain and bloating after meals. What are common reasons and safe home-care tips? I’m not sure what to do next.,Health,Suggested steps: Maintain a food diary to find triggers.,Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
710,How to handle Programming basics? This started after an update.,Any simple routine for confused about loops and functions in programming that works daily? This started after an update.,Education,Suggested steps: Learn one concept at a time and write mini programs.,Programming basics,"loops, functions, debugging, practice, mini programs, coding"
536,Advice needed for Stomach pain,Looking for general guidance for pain and bloating after meals.,Health,Suggested steps: Maintain a food diary to find triggers.,Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
95,What should I do about Storage full? I tried basic steps but it didn't work.,This started after a recent change. Details: storage is full even after deleting files. Any suggestions? This started after an update.,Technology,Suggested steps: Move photos/videos to cloud or external drive.,Storage full,"storage, cache, temporary, duplicate, cloud, backup, offline, analyzer"
181,Need help with App crashing Can you explain in simple steps?,I tried basic steps but it didn't work. Issue: app closes suddenly when I open it. This started after an update.,Technology,"Suggested steps: Check permissions and disable battery optimization for the app. If it continues, consider expert help.",App crashing,"crash, cache, reinstall, update, storage, permissions, bug"
302,Beginner question: expense tracking planning Can you explain in simple steps?,Here is the problem: want to track spending and save more. What is the safest approach to handle it?,Finance,Suggested steps: Use 50/30/20 rule and track weekly expenses.,Budget planning,"budget, expenses, savings, tracking, 50/30/20, goal, limits"
617,Help regarding Improve concentration I tried basic steps but it didn't work.,Any simple routine for get distracted while studying that works daily? Can you explain in simple steps?,Education,Suggested steps: Use spaced repetition and small daily targets.,Improve concentration,"pomodoro, spaced repetition, targets, distractions, focus, timetable"
582,What can cause Morning headache?,I have wake up with headache and dry mouth. What are common reasons and safe home-care tips? Any long-term fix would be helpful.,Health,Suggested steps: Hydrate well and improve sleep routine.,Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
591,What can cause Morning headache? Any long-term fix would be helpful.,Symptoms: wake up with headache and dry mouth. When should I see a doctor? I need a quick solution because it's urgent.,Health,"Suggested steps: Avoid screens before bed and keep regular sleep time. If it continues, consider expert help.",Morning headache,"hydration, sleep, stress, caffeine, snoring, apnea, routine"
732,How to handle Improve concentration? I’m not sure what to do next.,I am struggling because get distracted while studying. What method works best?,Education,Suggested steps: Sleep well and take breaks.,Improve concentration,"pomodoro, spaced repetition, targets, distractions, focus, timetable"
559,What can cause Stomach pain?,I have pain and bloating after meals. What are common reasons and safe home-care tips?,Health,Suggested steps: Maintain a food diary to find triggers.,Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
709,Exam panic: need guidance Can you explain in simple steps?,My situation: nervous during exams and forget answers. Please share practical steps and resources. I tried basic steps but it didn't work.,Education,"Suggested steps: If extreme anxiety, talk to mentor/counsellor.",Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
543,Stomach pain — what should I do? I tried basic steps but it didn't work.,Looking for general guidance for pain and bloating after meals. I’m not sure what to do next.,Health,Suggested steps: Maintain a food diary to find triggers.,Stomach pain,"bloating, trigger foods, food diary, probiotics, hydration, gas"
6,Trouble with Storage full,It happens mostly in the evening. Problem: storage is full even after deleting files.,Technology,Suggested steps: Move photos/videos to cloud or external drive.,Storage full,"storage, cache, temporary, duplicate, cloud, backup, offline, analyzer"
786,Help regarding Exam stress This started after an update.,My situation: nervous during exams and forget answers. Please share practical steps and resources. This started after an update.,Education,"Suggested steps: If extreme anxiety, talk to mentor/counsellor.",Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
46,Trouble with Laptop sluggish This started after an update.,It happens mostly in the evening. Problem: laptop has become very slow and takes long to boot.,Technology,Suggested steps: Update OS and drivers; remove bloatware.,Laptop slow,"slow, boot, startup, ssd, ram, malware, disk cleanup, performance"
726,Exam anxiety: need guidance This started after an update.,I am struggling because nervous during exams and forget answers. What method works best? It happens mostly in the evening.,Education,Suggested steps: Break syllabus into small parts; repeat often.,Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
158,What should I do about App crashing?,Please explain possible causes for app closes suddenly when I open it and how to troubleshoot. Can you explain in simple steps?,Technology,Suggested steps: Uninstall and reinstall the app; ensure enough storage.,App crashing,"crash, cache, reinstall, update, storage, permissions, bug"
606,Tips for Exam stress Any long-term fix would be helpful.,Any simple routine for nervous during exams and forget answers that works daily? It happens mostly in the evening.,Education,"Suggested steps: If extreme anxiety, talk to mentor/counsellor. If it continues, consider expert help.",Exam anxiety,"mock tests, breathing, active recall, past papers, time management, mentor"
172,Phone overheating on my device,I am facing phone gets hot while charging. What can I do to solve it permanently? It happens mostly in the evening.,Technology,Suggested steps: Disable fast charging if it increases heat.,Phone overheating,"overheating, charger, battery, fast charging, brightness, apps, temperature"
17,How to fix network cutting off? It happens mostly in the evening.,I tried basic steps but it didn't work. Issue: laptop keeps dropping wireless every few minutes. It happens mostly in the evening.,Technology,"Suggested steps: Switch to 5GHz band and change router channel to reduce interference. If it continues, consider expert help.",WiFi disconnecting,"wifi, wireless, network, router, driver, dns, channel, 5ghz, firmware"
